Species,psychrophilic,mesophilic,thermophilic,aerobe,anaerobe,obligate aerobe,obligate anaerobe,facultative aerobe,facultative anaerobe,microaerophile,aerotolerant
Psychrobacter alimentarius,0,1,0,2,0,0,0,1,0,0,0
Psychrobacter glacincola,1,0,0,,,,,,,,
Psychrobacter urativorans,1,0,0,,,,,,,,
Psychrobacter phenylpyruvicus,1,0,0,,,,,,,,
Psychrobacter immobilis,0,1,0,,,,,,,,
Rubellimicrobium mesophilum,0,1,0,2,0,0,0,0,0,0,0
Rubellimicrobium thermophilum,0,1,0,2,0,0,0,0,0,0,0
Aquidulcibacter paucihalophilus,0,1,1,,,,,,,,
Zhaonella formicivorans,0,1,0,,,,,,,,
Maribacter sedimenticola,1,1,0,,,,,,,,
Maribacter antarcticus,0,1,0,,,,,,,,
Maribacter forsetii,1,0,0,,,,,,,,
Maribacter dokdonensis,0,1,0,3,0,0,0,0,0,0,0
Maribacter ulvicola,0,1,0,,,,,,,,
Maribacter aquivivus,1,1,0,2,0,0,0,0,0,0,0
Maribacter orientalis,1,1,0,3,0,0,0,0,0,0,0
Maribacter sedimenticola,1,1,0,,,,,,,,
Pararcticibacter amylolyticus,1,1,0,,,,,,,,
Pricia antarctica,0,0,0,,,,,,,,
Thiohalospira halophila,0,1,0,,,,,,,,
Ideonella sakaiensis,0,1,0,,,,,,,,
Ideonella dechloratans,0,1,0,,,,,,,,
Ideonella azotifigens,0,1,0,,,,,,,,
Paenisporosarcina indica,0,1,0,,,,,,,,
Nesterenkonia aurantiaca,0,1,0,,,,,,,,
Nesterenkonia massiliensis,0,1,0,,,,,,,,
Nesterenkonia alba,0,1,0,,,,,,,,
Nesterenkonia jeotgali,0,1,1,,,,,,,,
Nesterenkonia sandarakina,0,1,0,,,,,,,,
Hydrotalea flava,,,,1,0,0,0,0,1,0,0
Phyllobacterium endophyticum,0,1,0,,,,,,,,
Gaetbulibacter saemankumensis,0,1,0,3,0,0,0,0,0,0,0
Limnoglobus roseus,0,1,0,,,,,,,,
Haloparvum sedimenti,0,1,0,,,,,,,,
Polycyclovorans algicola,0,0,1,,,,,,,,
Coriobacterium glomerans,1,0,0,,,,,,,,
Rhodothermus marinus,0,0,1,,,,,,,,
Kribbella albertanoniae,0,1,0,,,,,,,,
Kribbella amoyensis,0,1,0,,,,,,,,
Kribbella catacumbae,0,1,0,,,,,,,,
Kribbella flavida,0,1,0,,,,,,,,
Bombella intestini,0,1,0,,,,,,,,
Chitinophaga parva,0,1,0,,,,,,,,
Chitinophaga rhizosphaerae,0,1,0,,,,,,,,
Chitinophaga costaii,0,1,0,,,,,,,,
Chitinophaga dinghuensis,0,1,0,,,,,,,,
Chitinophaga eiseniae,0,1,0,,,,,,,,
Chitinophaga niastensis,0,1,0,,,,,,,,
Chitinophaga niabensis,0,1,0,,,,,,,,
Chitinophaga ginsengisegetis,0,1,0,2,0,0,0,0,0,0,0
Chitinophaga ginsengisoli,1,1,0,,,,,,,,
Chitinophaga filiformis,0,1,0,,,,,,,,
Chitinophaga sancti,0,1,0,,,,,,,,
Chitinophaga arvensicola,0,1,0,,,,,,,,
Chitinophaga pinensis,0,1,0,,,,,,,,
Owenweeksia hongkongensis,0,0,1,2,0,0,0,0,0,0,0
Lutibacter profundi,0,1,0,,,,,,,,
Lutibacter oricola,1,0,0,,,,,,,,
Lutibacter agarilyticus,0,1,0,,,,,,,,
Ignisphaera aggregans,0,1,0,0,1,0,1,0,0,0,0
Silvanigrella aquatica,1,1,0,2,0,0,0,0,0,0,0
Geosporobacter ferrireducens,1,1,0,,,,,,,,
Geosporobacter subterraneus,,,,0,2,0,0,0,0,0,0
Marinicaulis flavus,,,,2,0,0,0,0,0,0,0
Brevibacillus massiliensis,0,0,1,,,,,,,,
Brevibacillus panacihumi,0,1,0,2,0,0,0,0,0,0,0
Brevibacillus reuszeri,0,1,1,,,,,,,,
Brevibacillus formosus,0,1,0,,,,,,,,
Brevibacillus choshinensis,0,1,0,,,,,,,,
Brevibacillus borstelensis,0,1,0,,,,,,,,
Brevibacillus agri,0,1,0,,,,,,,,
Brevibacillus parabrevis,0,1,1,,,,,,,,
Brevibacillus thermoruber,0,1,0,,,,,,,,
Brevibacillus laterosporus,0,0,1,,,,,,,,
Brevibacillus brevis,0,1,0,,,,,,,,
Anaeromicrobium sediminis,0,1,0,,,,,,,,
Ewingella americana,0,1,0,,,,,,,,
Conchiformibius steedae,0,1,0,,,,,,,,
Kyrpidia spormannii,0,1,0,,,,,,,,
Kyrpidia tusciae,0,1,1,,,,,,,,
Chryseomicrobium excrementi,,,,2,0,0,0,0,0,0,0
Fulvivirga imtechensis,0,1,0,,,,,,,,
Hymenobacter glacialis,0,1,0,,,,,,,,
Hymenobacter lapidarius,0,1,0,,,,,,,,
Hymenobacter coccineus,0,1,0,,,,,,,,
Hymenobacter perfusus,1,1,0,,,,,,,,
Hymenobacter nivis,1,1,1,,,,,,,,
Hymenobacter aquaticus,1,1,0,2,0,0,0,0,0,0,0
Hymenobacter mucosus,1,1,0,,,,,,,,
Hymenobacter psychrophilus,0,1,0,,,,,,,,
Hymenobacter daecheongensis,1,0,0,2,0,0,0,0,0,0,0
Hymenobacter norwichensis,1,1,0,,,,,,,,
Hymenobacter chitinivorans,0,1,0,,,,,,,,
Hymenobacter psychrotolerans,0,1,0,,,,,,,,
Hymenobacter actinosclerus,1,0,0,,,,,,,,
Hymenobacter aerophilus,0,1,0,,,,,,,,
Hymenobacter roseosalivarius,0,1,0,,,,,,,,
Castellaniella caeni,0,1,0,1,0,0,0,0,1,0,0
Castellaniella defragrans,0,1,0,,,,,,,,
Sphingobacterium cellulitidis,0,0,1,,,,,,,,
Sphingobacterium psychroaquaticum,0,1,0,,,,,,,,
Sphingobacterium nematocida,0,1,0,,,,,,,,
Sphingobacterium lactis,0,1,0,,,,,,,,
Sphingobacterium wenxiniae,0,1,0,,,,,,,,
Sphingobacterium mizutaii,0,1,0,,,,,,,,
Sphingobacterium thalpophilum,0,1,0,,,,,,,,
Sphingobacterium faecium,0,1,0,,,,,,,,
Sphingobacterium spiritivorum,0,1,0,,,,,,,,
Hyphomonas polymorpha,0,1,0,,,,,,,,
Pelomonas puraquae,0,1,0,2,0,0,0,0,0,0,0
Eilatimonas milleporae,0,1,0,,,,,,,,
Naasia lichenicola,0,1,0,,,,,,,,
Thermicanus aegyptius,0,1,0,,,,,,,,
Flaviramulus basaltis,1,1,0,,,,,,,,
Flavimaricola marinus,0,1,0,,,,,,,,
Lysinibacillus contaminans,0,1,0,2,0,0,0,0,0,0,0
Lysinibacillus macroides,0,1,0,,,,,,,,
Lysinibacillus xylanilyticus,0,1,0,3,0,0,0,0,0,0,0
Lysinibacillus parviboronicapiens,0,1,0,2,0,0,0,0,0,0,0
Lysinibacillus boronitolerans,0,1,0,,,,,,,,
Lysinibacillus odysseyi,1,1,1,,,,,,,,
Lysinibacillus sphaericus,0,1,0,,,,,,,,
Lysinibacillus fusiformis,0,1,0,,,,,,,,
Rubritalea squalenifaciens,0,1,0,,,,,,,,
Rubritalea marina,0,1,0,,,,,,,,
Cellulosimicrobium terreum,,,,2,0,0,0,0,0,0,0
Cellulosimicrobium funkei,0,1,0,2,0,0,0,0,0,0,0
Cellulosimicrobium cellulans,0,1,0,,,,,,,,
Coetzeea brasiliensis,0,1,0,,,,,,,,
Sulfurimonas gotlandica,,,,0,1,0,0,0,1,0,0
Sulfurimonas autotrophica,0,1,0,,,,,,,,
Sulfurimonas denitrificans,1,0,0,,,,,,,,
Methanolinea tarda,0,1,0,0,2,0,0,0,0,0,0
Robiginitomaculum antarcticum,0,0,1,,,,,,,,
Roseivirga spongicola,0,1,0,,,,,,,,
Roseivirga echinicomitans,0,1,0,,,,,,,,
Sorangium cellulosum,0,1,0,,,,,,,,
Nitrolancea hollandica,0,1,0,,,,,,,,
Desulfofundulus australicus,,,,0,2,0,0,0,0,0,0
Desulfofundulus thermocisternus,0,0,1,,,,,,,,
Roseovarius nitratireducens,,,,2,0,0,0,0,0,0,0
Roseovarius salinarum,0,1,0,,,,,,,,
Roseovarius gaetbuli,1,1,1,,,,,,,,
Roseovarius azorensis,1,1,1,,,,,,,,
Roseovarius marisflavi,,,,,,,,,,,
Roseovarius halotolerans,0,1,0,2,0,0,0,0,0,0,0
Roseovarius pacificus,0,1,0,,,,,,,,
Roseovarius aestuarii,0,1,0,3,0,0,0,0,0,0,0
Roseovarius marisflavi,0,1,0,,,,,,,,
Roseovarius lutimaris,1,1,0,,,,,,,,
Roseovarius indicus,0,1,0,,,,,,,,
Roseovarius nubinhibens,0,1,0,,,,,,,,
Ornithobacterium rhinotracheale,1,0,0,,,,,,,,
Rouxiella badensis,0,1,0,,,,,,,,
Rouxiella chamberiensis,0,1,0,,,,,,,,
Mannheimia varigena,0,1,0,,,,,,,,
Mannheimia granulomatis,0,1,0,,,,,,,,
Mannheimia haemolytica,0,1,0,,,,,,,,
Cobetia amphilecti,,,,2,0,0,0,0,0,0,0
Cobetia crustatorum,0,1,0,2,0,0,0,0,0,0,0
Cobetia marina,0,1,0,,,,,,,,
Haliangium ochraceum,0,1,0,,,,,,,,
Fodinicurvata sediminis,,,,1,0,0,0,0,1,0,0
Fodinicurvata fenggangensis,0,1,0,,,,,,,,
Cupriavidus alkaliphilus,0,1,0,,,,,,,,
Cupriavidus pinatubonensis,0,1,0,2,0,0,0,0,0,0,0
Cupriavidus taiwanensis,0,1,0,,,,,,,,
Cupriavidus pauculus,0,1,0,,,,,,,,
Cupriavidus gilardii,0,1,0,,,,,,,,
Cupriavidus metallidurans,0,1,0,,,,,,,,
Cupriavidus oxalaticus,0,1,0,,,,,,,,
Cupriavidus necator,0,1,0,,,,,,,,
Cupriavidus basilensis,0,1,0,,,,,,,,
Cupriavidus plantarum,0,1,0,,,,,,,,
Gibbsiella quercinecans,0,1,0,,,,,,,,
Sodalis praecaptivus,0,1,0,,,,,,,,
Defluviitalea phaphyphila,0,1,0,,,,,,,,
Haliscomenobacter hydrossis,0,0,1,,,,,,,,
Silvibacterium bohemicum,0,1,0,,,,,,,,
Phaeobacter piscinae,0,1,0,,,,,,,,
Phaeobacter porticola,1,1,0,,,,,,,,
Phaeobacter gallaeciensis,0,1,0,,,,,,,,
Phaeobacter italicus,1,1,0,2,0,0,0,0,0,0,0
Phaeobacter inhibens,1,0,0,,,,,,,,
Microterricola viridarii,0,1,0,,,,,,,,
Microterricola pindariensis,1,1,0,3,0,0,0,0,0,0,0
Haloglycomyces albus,1,1,0,2,0,0,0,0,0,0,0
Sphingopyxis flava,0,1,0,,,,,,,,
Sphingopyxis bauzanensis,0,1,0,,,,,,,,
Sphingopyxis terrae,0,1,0,,,,,,,,
Sphingopyxis granuli,,,,2,0,0,0,0,0,0,0
Sphingopyxis terrae,0,1,0,,,,,,,,
Sphingopyxis macrogoltabida,0,1,0,,,,,,,,
Sphingopyxis alaskensis,0,1,0,,,,,,,,
Geminicoccus roseus,0,1,0,,,,,,,,
Johnsonella ignava,0,1,0,,,,,,,,
Simiduia agarivorans,0,1,0,,,,,,,,
Shimwellia blattae,0,1,0,,,,,,,,
Methyloversatilis universalis,0,1,0,,,,,,,,
Trinickia symbiotica,0,1,0,,,,,,,,
Trinickia soli,0,1,0,2,0,0,0,0,0,0,0
Trinickia caryophylli,0,1,0,,,,,,,,
Allofrancisella guangzhouensis,0,1,0,0,1,0,0,0,0,1,0
Thermoanaerobacter uzonensis,0,0,1,0,2,0,0,0,0,0,0
Thermoanaerobacter siderophilus,0,0,1,,,,,,,,
Thermoanaerobacter italicus,0,0,1,,,,,,,,
Sporolactobacillus pectinivorans,0,1,0,0,1,0,0,0,1,0,0
Sporolactobacillus vineae,0,1,0,0,0,0,0,0,1,2,0
Sporolactobacillus terrae,0,1,0,0,0,0,0,0,0,2,0
Sporolactobacillus inulinus,0,1,0,,,,,,,,
Sporolactobacillus laevolacticus,0,1,0,,,,,,,,
Granulicatella balaenopterae,1,0,0,0,1,0,0,0,0,2,0
Granulicatella elegans,0,1,0,0,1,0,0,0,0,1,0
Granulicatella adiacens,0,1,0,0,2,0,0,0,0,1,0
Pseudoxanthobacter soli,,,,2,0,0,0,0,0,0,0
Dolosigranulum pigrum,0,1,0,0,2,0,0,0,0,1,0
Citreimonas salinaria,0,1,0,,,,,,,,
Pseudoruegeria sabulilitoris,0,0,1,,,,,,,,
Pseudoruegeria aquimaris,0,1,0,2,0,0,0,0,0,0,0
Pseudoruegeria haliotis,0,1,0,,,,,,,,
Pseudoruegeria lutimaris,0,1,0,2,1,0,0,0,0,0,0
Hathewaya proteolytica,,,,0,1,0,1,0,0,0,0
Microcella alkaliphila,0,1,0,,,,,,,,
Catenulispora yoronensis,0,1,0,2,0,0,0,0,0,0,0
Catenulispora acidiphila,0,1,0,,,,,,,,
Sphingomonas naasensis,0,1,0,,,,,,,,
Sphingomonas guangdongensis,0,1,0,,,,,,,,
Sphingomonas laterariae,0,1,0,,,,,,,,
Sphingomonas rubra,0,1,0,,,,,,,,
Sphingomonas glacialis,0,1,0,,,,,,,,
Sphingomonas changbaiensis,1,1,0,,,,,,,,
Sphingomonas hankookensis,0,1,0,2,0,0,0,0,0,0,0
Sphingomonas astaxanthinifaciens,0,1,0,,,,,,,,
Sphingomonas sanxanigenens,0,1,0,,,,,,,,
Sphingomonas haloaromaticamans,0,1,0,2,0,0,0,0,0,0,0
Sphingomonas fennica,0,1,0,2,0,0,0,0,0,0,0
Sphingomonas jaspsi,0,1,0,,,,,,,,
Sphingomonas mucosissima,0,1,0,,,,,,,,
Sphingomonas dokdonensis,0,1,0,,,,,,,,
Sphingomonas azotifigens,0,1,0,,,,,,,,
Sphingomonas soli,0,1,0,2,0,0,0,0,0,0,0
Sphingomonas phyllosphaerae,0,1,0,,,,,,,,
Sphingomonas desiccabilis,1,1,0,,,,,,,,
Sphingomonas koreensis,0,1,0,,,,,,,,
Sphingomonas aquatilis,0,1,0,2,0,0,0,0,0,0,0
Sphingomonas aurantiaca,0,1,0,,,,,,,,
Sphingomonas faeni,1,1,0,,,,,,,,
Sphingomonas aerolata,1,0,0,,,,,,,,
Sphingomonas yabuuchiae,1,0,0,2,0,0,0,0,0,0,0
Sphingomonas melonis,0,1,0,,,,,,,,
Sphingomonas pituitosa,0,1,0,,,,,,,,
Sphingomonas sanguinis,0,1,0,,,,,,,,
Sphingomonas trueperi,0,1,0,,,,,,,,
Sphingomonas pruni,0,1,0,,,,,,,,
Sphingomonas mali,0,1,0,,,,,,,,
Sphingomonas asaccharolytica,0,1,0,,,,,,,,
Sphingomonas parapaucimobilis,0,1,0,,,,,,,,
Sphingomonas adhaesiva,0,1,0,,,,,,,,
Sphingomonas paucimobilis,0,1,0,,,,,,,,
Sphingomonas echinoides,0,1,0,,,,,,,,
Sphingomonas jatrophae,0,1,0,,,,,,,,
Sphingomonas jeddahensis,0,1,0,,,,,,,,
Sphingomonas crusticola,0,1,0,2,0,0,0,0,0,0,0
Sphingomonas olei,1,0,0,,,,,,,,
Sphingomonas spermidinifaciens,0,1,0,,,,,,,,
Sphingomonas ginsenosidimutans,0,1,0,,,,,,,,
Sphingomonas montana,1,1,1,,,,,,,,
Sphingomonas lenta,0,1,0,,,,,,,,
Fluviicoccus keumensis,0,1,0,,,,,,,,
Leuconostoc fallax,0,1,0,,,,,,,,
Leuconostoc pseudomesenteroides,0,1,0,,,,,,,,
Leuconostoc citreum,0,1,0,,,,,,,,
Leuconostoc carnosum,0,1,0,,,,,,,,
Leuconostoc lactis,0,1,0,0,1,0,0,0,0,1,0
Leuconostoc kimchii,0,1,0,,,,,,,,
Asaia platycodi,0,1,0,,,,,,,,
Asaia astilbis,0,1,0,,,,,,,,
Pyrinomonas methylaliphatogenes,0,1,0,,,,,,,,
Herpetosiphon aurantiacus,0,1,0,,,,,,,,
Herpetosiphon llansteffanensis,0,1,0,,,,,,,,
Sulfurihydrogenibium azorense,0,0,1,,,,,,,,
Sulfurihydrogenibium subterraneum,0,0,1,,,,,,,,
Marinitoga hydrogenitolerans,0,0,1,0,2,0,0,0,0,0,0
Marinitoga piezophila,0,0,1,,,,,,,,
Saccharospirillum mangrovi,,,,2,0,0,0,0,0,0,0
Saccharospirillum impatiens,1,1,1,,,,,,,,
Smaragdicoccus niigatensis,1,0,0,,,,,,,,
Salipiger profundus,1,1,0,,,,,,,,
Salipiger bermudensis,0,1,0,1,0,0,0,0,1,0,0
Salipiger mucosus,0,1,0,,,,,,,,
Salipiger aestuarii,0,1,0,,,,,,,,
Salipiger thiooxidans,0,1,0,,,,,,,,
Acidithiobacillus ferrivorans,0,1,0,,,,,,,,
Acidithiobacillus albertensis,0,1,0,,,,,,,,
Acidithiobacillus ferrooxidans,0,1,0,,,,,,,,
Anaerobiospirillum succiniciproducens,0,1,0,,,,,,,,
Caldithrix abyssi,0,0,1,,,,,,,,
Novosphingobium guangzhouense,0,1,0,,,,,,,,
Novosphingobium kunmingense,0,1,0,,,,,,,,
Novosphingobium fuchskuhlense,0,1,0,,,,,,,,
Novosphingobium barchaimii,1,1,0,,,,,,,,
Novosphingobium acidiphilum,0,1,0,,,,,,,,
Novosphingobium panipatense,0,1,0,,,,,,,,
Novosphingobium mathurense,0,1,0,,,,,,,,
Novosphingobium resinovorum,0,1,0,,,,,,,,
Novosphingobium nitrogenifigens,0,1,0,,,,,,,,
Novosphingobium naphthalenivorans,0,1,0,,,,,,,,
Novosphingobium taihuense,0,1,0,2,0,0,0,0,0,0,0
Novosphingobium lentum,0,1,0,,,,,,,,
Novosphingobium pentaromativorans,1,0,0,1,0,0,0,0,1,0,0
Novosphingobium subterraneum,0,1,0,,,,,,,,
Novosphingobium aromaticivorans,0,1,0,,,,,,,,
Novosphingobium rosa,0,1,0,,,,,,,,
Novosphingobium capsulatum,0,1,0,,,,,,,,
Novosphingobium aromaticivorans,0,1,0,,,,,,,,
Sulfitobacter geojensis,0,1,0,,,,,,,,
Sulfitobacter noctilucae,0,1,0,,,,,,,,
Sulfitobacter guttiformis,0,1,0,,,,,,,,
Sulfitobacter marinus,1,0,0,2,0,0,0,0,0,0,0
Sulfitobacter litoralis,0,1,0,2,0,0,0,0,0,0,0
Sulfitobacter delicatus,1,0,0,,,,,,,,
Sulfitobacter dubius,0,1,0,,,,,,,,
Sulfitobacter brevis,0,1,0,,,,,,,,
Sulfitobacter mediterraneus,1,0,0,,,,,,,,
Sulfitobacter pontiacus,0,1,0,,,,,,,,
Sulfitobacter indolifex,0,1,0,2,0,0,0,0,0,0,0
Nitratireductor soli,0,1,0,,,,,,,,
Nitratireductor basaltis,0,1,0,,,,,,,,
Nitratireductor indicus,0,1,0,,,,,,,,
Nitratireductor aquibiodomus,0,1,0,,,,,,,,
Mycoplasma capricolum,0,1,0,,,,,,,,
Mycoplasma yeatsii,0,1,0,,,,,,,,
Gemmobacter aestuarii,0,1,0,,,,,,,,
Gemmobacter aquaticus,0,1,0,,,,,,,,
Gemmobacter megaterium,0,1,0,,,,,,,,
Gemmobacter aquatilis,0,1,0,,,,,,,,
Gemmobacter nectariphilus,0,1,0,2,0,0,0,0,0,0,0
Aliifodinibius roseus,0,1,0,,,,,,,,
Pelosinus fermentans,0,1,0,,,,,,,,
Pelosinus propionicus,0,1,0,,,,,,,,
Ruania albidiflava,0,1,0,,,,,,,,
Sulfuricurvum kujiense,0,1,0,0,2,0,0,0,0,0,0
Halomonas lutea,0,1,0,,,,,,,,
Halomonas titanicae,0,1,0,,,,,,,,
Halomonas stevensii,0,1,0,,,,,,,,
Halomonas zhanjiangensis,0,1,0,2,0,0,0,0,0,0,0
Halomonas alkaliantarctica,0,1,0,,,,,,,,
Halomonas lutea,,,,2,0,0,0,0,0,0,0
Halomonas caseinilytica,0,1,0,,,,,,,,
Halomonas ilicicola,0,1,1,,,,,,,,
Halomonas subterranea,0,1,0,,,,,,,,
Halomonas arcis,0,1,0,,,,,,,,
Halomonas saccharevitans,0,1,0,,,,,,,,
Halomonas shengliensis,0,1,0,,,,,,,,
Halomonas gudaonensis,0,1,0,,,,,,,,
Halomonas denitrificans,0,1,0,,,,,,,,
Halomonas campaniensis,0,1,0,,,,,,,,
Halomonas taeanensis,0,1,0,3,0,0,0,0,0,0,0
Halomonas anticariensis,0,1,0,,,,,,,,
Halomonas ventosae,0,1,0,,,,,,,,
Halomonas hydrothermalis,0,1,0,,,,,,,,
Halomonas axialensis,0,1,0,1,0,0,0,1,0,0,0
Halomonas boliviensis,0,1,0,,,,,,,,
Halomonas muralis,0,1,0,,,,,,,,
Halomonas halocynthiae,0,1,0,,,,,,,,
Halomonas pantelleriensis,0,1,0,,,,,,,,
Halomonas utahensis,0,1,0,,,,,,,,
Halomonas subglaciescola,0,1,0,,,,,,,,
Halomonas meridiana,1,1,0,,,,,,,,
Halomonas salina,0,1,0,,,,,,,,
Halomonas cupida,0,1,0,,,,,,,,
Halomonas halodenitrificans,0,1,0,,,,,,,,
Halomonas elongata,0,1,0,,,,,,,,
Halomonas aquamarina,0,1,0,,,,,,,,
Halomonas huangheensis,1,1,0,,,,,,,,
Halomonas endophytica,0,1,0,2,0,0,0,0,0,0,0
Halomonas aestuarii,1,1,1,,,,,,,,
Halomonas saliphila,0,1,0,2,0,0,0,0,0,0,0
Halomonas nigrificans,0,1,0,,,,,,,,
Halomonas urumqiensis,0,1,0,,,,,,,,
Halomonas zincidurans,0,1,0,,,,,,,,
Halomonas beimenensis,0,1,0,,,,,,,,
Halomonas xianhensis,0,1,1,,,,,,,,
Halomonas xinjiangensis,0,1,0,,,,,,,,
Geodermatophilus poikilotrophus,0,1,0,,,,,,,,
Geodermatophilus tzadiensis,0,1,0,,,,,,,,
Geodermatophilus africanus,0,1,0,,,,,,,,
Geodermatophilus normandii,0,1,0,2,0,0,0,0,0,0,0
Geodermatophilus saharensis,0,1,0,,,,,,,,
Geodermatophilus nigrescens,0,1,0,,,,,,,,
Geodermatophilus ruber,0,1,0,,,,,,,,
Geodermatophilus telluris,0,1,0,2,0,0,0,0,0,0,0
Geodermatophilus siccatus,0,1,0,,,,,,,,
Geodermatophilus amargosae,0,1,0,2,0,0,0,0,0,0,0
Geodermatophilus dictyosporus,0,1,0,,,,,,,,
Geodermatophilus obscurus,0,1,0,1,0,0,0,0,0,1,0
Hippea alviniae,0,1,0,0,2,0,0,0,0,0,0
Hippea jasoniae,0,0,1,0,2,0,0,0,0,0,0
Hippea maritima,0,0,1,,,,,,,,
Anaerotruncus colihominis,0,1,1,0,3,0,0,0,0,0,0
Anaerorhabdus furcosa,0,1,0,,,,,,,,
Belliella pelovolcani,0,1,0,2,0,0,0,0,0,0,0
Belliella baltica,0,1,0,,,,,,,,
Lacimicrobium alkaliphilum,0,1,0,,,,,,,,
Thioclava dalianensis,0,1,0,,,,,,,,
Thioclava pacifica,0,1,0,,,,,,,,
Heliobacterium chlorum,0,1,0,,,,,,,,
Microvirga guangxiensis,0,1,0,,,,,,,,
Microvirga ossetica,0,1,0,,,,,,,,
Microvirga massiliensis,0,1,0,,,,,,,,
Microvirga lotononidis,0,1,0,,,,,,,,
Microvirga flocculans,0,1,1,,,,,,,,
Microvirga flocculans,,,,,,,,,,,
Microvirga aerophila,0,0,1,,,,,,,,
Microvirga subterranea,0,1,0,,,,,,,,
Herbaspirillum robiniae,0,1,1,,,,,,,,
Herbaspirillum aquaticum,0,1,0,,,,,,,,
Herbaspirillum huttiense,0,1,0,,,,,,,,
Herbaspirillum rhizosphaerae,0,1,0,,,,,,,,
Herbaspirillum chlorophenolicum,0,1,0,3,0,0,0,0,0,0,0
Herbaspirillum hiltneri,0,1,0,,,,,,,,
Herbaspirillum lusitanum,0,1,0,,,,,,,,
Herbaspirillum frisingense,0,1,0,,,,,,,,
Herbaspirillum huttiense,0,1,0,,,,,,,,
Herbaspirillum rubrisubalbicans,0,1,0,,,,,,,,
Herbaspirillum rubrisubalbicans,,,,,,,,,,,
Herbaspirillum seropedicae,0,1,0,,,,,,,,
Herbaspirillum autotrophicum,0,1,0,,,,,,,,
Mycobacterium marinum,0,1,0,,,,,,,,
Mycobacterium gordonae,0,1,0,,,,,,,,
Mycobacterium gastri,0,1,0,,,,,,,,
Mycobacterium kansasii,0,1,0,,,,,,,,
Mycobacterium szulgai,0,1,0,,,,,,,,
Mycobacterium xenopi,0,1,0,,,,,,,,
Mycobacterium scrofulaceum,0,1,1,,,,,,,,
Mycobacterium lehmannii,0,1,0,,,,,,,,
Mycobacterium haemophilum,0,1,0,,,,,,,,
Mycobacterium kubicae,0,1,0,,,,,,,,
Mycobacterium triplex,0,1,0,,,,,,,,
Mycobacterium branderi,0,1,0,,,,,,,,
Mycobacterium saskatchewanense,0,1,0,,,,,,,,
Mycobacterium montefiorense,0,1,0,,,,,,,,
Mycobacterium palustre,0,0,1,,,,,,,,
Mycobacterium heckeshornense,0,1,0,,,,,,,,
Mycobacterium heidelbergense,0,1,0,,,,,,,,
Mycobacterium bohemicum,0,1,0,,,,,,,,
Mycobacterium celatum,0,1,0,,,,,,,,
Mycobacterium conspicuum,0,1,0,,,,,,,,
Mycobacterium paraffinicum,0,1,0,,,,,,,,
Mycobacterium interjectum,0,1,0,,,,,,,,
Mycobacterium asiaticum,0,1,0,,,,,,,,
Mycobacterium simiae,0,1,0,,,,,,,,
Mycobacterium malmoense,0,1,0,,,,,,,,
Mycobacterium intermedium,0,1,0,,,,,,,,
Mycobacterium bourgelatii,0,1,0,,,,,,,,
Mycobacterium lentiflavum,0,1,0,,,,,,,,
Mycobacterium shigaense,0,1,0,,,,,,,,
Mycobacterium fragae,0,1,1,,,,,,,,
Mycobacterium shinjukuense,0,1,0,1,0,0,0,0,0,1,0
Mycobacterium europaeum,0,1,0,,,,,,,,
Mycobacterium sherrisii,0,1,0,,,,,,,,
Mycobacterium marseillense,0,1,0,,,,,,,,
Mycobacterium vulneris,0,1,0,,,,,,,,
Mycobacterium kyorinense,0,1,0,,,,,,,,
Mycobacterium riyadhense,0,1,0,,,,,,,,
Mycobacterium noviomagense,0,1,0,,,,,,,,
Mycobacterium colombiense,0,1,0,,,,,,,,
Mycobacterium pseudoshottsii,0,1,0,,,,,,,,
Mycobacterium angelicum,0,1,0,,,,,,,,
Mycobacterium parascrofulaceum,0,1,0,,,,,,,,
Mycobacterium nebraskense,0,1,0,,,,,,,,
Mycobacterium aquiterrae,0,1,1,,,,,,,,
Mycobacterium intracellulare,0,1,0,,,,,,,,
Mycobacterium aquaticum,0,1,0,,,,,,,,
Mycobacterium talmoniae,0,1,0,,,,,,,,
Mycobacterium persicum,0,1,0,,,,,,,,
Mycobacterium tuberculosis,0,1,0,,,,,,,,
Mycobacterium timonense,0,1,0,,,,,,,,
Mycobacterium alsense,0,1,0,,,,,,,,
Mycobacterium paraense,0,1,0,,,,,,,,
Mycobacterium tuberculosis,,,,,,,,,,,
Mycobacterium attenuatum,0,1,1,,,,,,,,
Mycobacterium palauense,0,1,1,,,,,,,,
Mycobacterium syngnathidarum,0,1,0,,,,,,,,
Mycobacterium decipiens,0,1,0,,,,,,,,
Mycobacterium grossiae,1,1,1,,,,,,,,
Azonexus hydrophilus,0,1,0,,,,,,,,
Kribbia dieselivorans,0,1,0,2,0,0,0,0,0,0,0
Methanothermobacter marburgensis,0,0,1,,,,,,,,
Methanothermobacter thermautotrophicus,0,0,1,,,,,,,,
Pirellula staleyi,0,1,0,,,,,,,,
Yersinia pekkanenii,0,1,0,,,,,,,,
Yersinia nurmii,0,1,0,,,,,,,,
Yersinia entomophaga,0,1,0,,,,,,,,
Yersinia massiliensis,0,1,0,,,,,,,,
Yersinia bercovieri,0,1,0,,,,,,,,
Yersinia mollaretii,0,1,0,,,,,,,,
Yersinia intermedia,0,1,0,,,,,,,,
Yersinia ruckeri,0,1,0,,,,,,,,
